Crag,Sector,Route,Grade,Year,Climber1,Climber2,Climber3,Source
Pigeon Rock,Pog Precipice,Enneirda,HS,1966,C.Moore,W.Martin,,Rock Climbs in the Mourne Mountains (2010)
Pigeon Rock,Pog Precipice,Nausea,VS 4b,1900,P.Blake,,,Rock Climbs in the Mourne Mountains (2010)
Pigeon Rock,Pog Precipice,Sugar Plumb Fairy,S 4a,1969,R.Cowan,I.Sharpe,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Musical Cracks,HVS 5a,1967,C.Torrans,C.Moore,D.England,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Corpse Alley,VS 4c,1977,R.Cole,A.Carden,M.Smith,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Dead End Buttress,VS 4c,1981,R.Cole,M.Smith,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Motor Cycle Mania,VS 4b,1977,R.Cole,M.Smith,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Sammy Higgins,VS 4c,1964,G.Earnshaw,C.Moore,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Great Corner,E1 5a,1967,C.Torrans,W.Jenkins,R.Merrick,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Cookstown Cultchy,E2 5b,1981,M.Smith,R.Cole,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Lassara Grooves,E1 5b,1980,D.Stelfox,B.Ireland,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Wet Saturday,HVS 5a,1900,M.Smith,R.Cole,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Cretin's Groove,VS 4c,1977,R.Cole,D.McKay,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Fool on a Hill,E2 5c,1981,M.SMith,R.Cole,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Surplomb Sundae,VS 4c,1976,H.J.Kerr,M.Curran,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,The Links,HS 4a,1980,R.Cole,W.Holmes,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Tullamona Cracks,VS 4c,1981,P.McClenaghan,R.Greene,D.Stelfox,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Funk,HS 4b,1963,D.Dick,C.Moore,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Fanta,VD,1976,M.Curran,J.Forsythe,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Southern Comfort,S 4a,1976,M.Curran,J.Forsythe,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Abrasion,VS 4c,1965,W.Morrow,C.Moore,H.Porter,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Social Disease,E2 6a,1984,M.SMith,R.Cole,A.Devlin,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,The Pervert,VS 4c,1981,R.Cole,M.Smith,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Alcoholic Sandstorm,VS 4c,1977,R.Cole,,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Honest to God,S 4a,1976,J.Forsythe,,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Early Birds,HVS 5a,1980,D.Stelfox,B.Ireland,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Bird Leg Buttress,VS 4c,1979,M.Smith,,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Bilbo,HS 4b,1975,C.Lutton,D.Gibson,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Broze Boise,HS 4b,1974,J.Forsythe,,,Rock Climbs in the Mourne Mountains (2010)
Eagle Mountain,Eagle Mountain,Broze-Bilbo Traverse,HS 4b,1975,D.Gibson,C.Lutton,,Rock Climbs in the Mourne Mountains (2010)
